능력단위코드,자격종목코드,자격종목명,능력단위유형코드,능력단위유형명,최소훈련시간,훈련기준시간합계,필수능력단위기준시간,선택능력단위기준시간,직무기초능력기준시간,시험기관명,능력단위명,기준버전
1201010122_19v5,F937,미용사(일반),MAND,필수,30,400,345,0,12,한국산업인력공단,매직스트레이트 헤어펌,v6.0
1201010120_19v5,F937,미용사(일반),MAND,필수,45,400,345,0,12,한국산업인력공단,베이직 헤어펌,v6.0
1201010112_17v4,F937,미용사(일반),MAND,필수,30,400,345,0,12,한국산업인력공단,두피·모발 관리,v6.0
1201010101_17v4,F937,미용사(일반),MAND,필수,15,400,345,0,12,한국산업인력공단,미용업 안전위생 관리,v6.0
1201010123_17v4,F937,미용사(일반),MAND,필수,30,400,345,0,12,한국산업인력공단,기초 드라이,v6.0
1505010711_16v2,F940,승강기기능사,MAND,필수,60,600,315,255,30,한국산업인력공단,엘리베이터 기계 설치,v1.0
1505010704_14v1,F940,승강기기능사,MAND,필수,45,600,315,255,30,한국산업인력공단,에스컬레이터 설치,v1.0
1505010703_14v1,F940,승강기기능사,MAND,필수,60,600,315,255,30,한국산업인력공단,엘리베이터 전기 설치,v1.0
1505010707_14v1,F940,승강기기능사,MAND,필수,45,600,315,255,30,한국산업인력공단,에스컬레이터 점검,v1.0
1505010717_16v1,F940,승강기기능사,MAND,필수,60,600,315,255,30,한국산업인력공단,승강기 안전관리,v1.0
1505010706_14v1,F940,승강기기능사,MAND,필수,45,600,315,255,30,한국산업인력공단,엘리베이터 점검,v1.0
1505010716_16v2,F940,승강기기능사,SEL,선택,45,600,315,255,30,한국산업인력공단,승강기 제어설비 고장처리,v1.0
1505010107_14v2,F940,승강기기능사,SEL,선택,30,600,315,255,30,한국산업인력공단,운반하역기계 구조물 정비,v1.0
1505010102_14v2,F940,승강기기능사,SEL,선택,45,600,315,255,30,한국산업인력공단,운반하역기계 구조물 설치,v1.0
1505010712_16v2,F940,승강기기능사,SEL,선택,60,600,315,255,30,한국산업인력공단,엘리베이터 부품 설치,v1.0
1505010713_16v2,F940,승강기기능사,SEL,선택,60,600,315,255,30,한국산업인력공단,승강기 완성검사,v1.0
1505010714_16v2,F940,승강기기능사,SEL,선택,45,600,315,255,30,한국산업인력공단,승강기 정기검사,v1.0
1505010701_16v2,F940,승강기기능사,SEL,선택,45,600,315,255,30,한국산업인력공단,승강기 설치계획 수립,v1.0
1505010709_16v2,F940,승강기기능사,SEL,선택,45,600,315,255,30,한국산업인력공단,엘리베이터 부품 교체,v1.0
1505010710_16v2,F940,승강기기능사,SEL,선택,45,600,315,255,30,한국산업인력공단,에스컬레이터 부품 교체,v1.0
1505010715_16v2,F940,승강기기능사,SEL,선택,60,600,315,255,30,한국산업인력공단,승강기 기계설비 고장처리,v1.0
1505010706_14v1,F940,승강기기능사,MAND,필수,45,400,300,70,12,한국산업인력공단,엘리베이터 점검,v2.0
1505010704_14v1,F940,승강기기능사,MAND,필수,45,400,300,70,12,한국산업인력공단,에스컬레이터 설치,v2.0
1505010711_16v2,F940,승강기기능사,MAND,필수,60,400,300,70,12,한국산업인력공단,엘리베이터 기계 설치,v2.0
1505010703_14v1,F940,승강기기능사,MAND,필수,60,400,300,70,12,한국산업인력공단,엘리베이터 전기 설치,v2.0
1505010717_16v1,F940,승강기기능사,MAND,필수,45,400,300,70,12,한국산업인력공단,승강기 안전관리,v2.0
1505010707_14v1,F940,승강기기능사,MAND,필수,45,400,300,70,12,한국산업인력공단,에스컬레이터 점검,v2.0
1505010107_14v2,F940,승강기기능사,SEL,선택,30,400,300,70,12,한국산업인력공단,운반하역기계 구조물 정비,v2.0
1505010102_14v2,F940,승강기기능사,SEL,선택,45,400,300,70,12,한국산업인력공단,운반하역기계 구조물 설치,v2.0
1505010716_16v2,F940,승강기기능사,SEL,선택,60,400,300,70,12,한국산업인력공단,승강기 제어설비 고장처리,v2.0
1505010715_16v2,F940,승강기기능사,SEL,선택,45,400,300,70,12,한국산업인력공단,승강기 기계설비 고장처리,v2.0
1505010710_16v2,F940,승강기기능사,SEL,선택,45,400,300,70,12,한국산업인력공단,에스컬레이터 부품 교체,v2.0
1505010709_16v2,F940,승강기기능사,SEL,선택,45,400,300,70,12,한국산업인력공단,엘리베이터 부품 교체,v2.0
1505010712_16v2,F940,승강기기능사,SEL,선택,60,400,300,70,12,한국산업인력공단,엘리베이터 부품 설치,v2.0
1505010713_16v2,F940,승강기기능사,SEL,선택,45,400,300,70,12,한국산업인력공단,승강기 완성검사,v2.0
1505010714_16v2,F940,승강기기능사,SEL,선택,45,400,300,70,12,한국산업인력공단,승강기 정기검사,v2.0
1505010701_16v2,F940,승강기기능사,SEL,선택,45,400,300,70,12,한국산업인력공단,승강기 설치계획 수립,v2.0
1505010704_20v2,F940,승강기기능사,MAND,필수,45,400,300,0,12,한국산업인력공단,에스컬레이터 설치,v3.0
1505010706_20v2,F940,승강기기능사,MAND,필수,45,400,300,0,12,한국산업인력공단,엘리베이터 점검,v3.0
1505010707_20v2,F940,승강기기능사,MAND,필수,45,400,300,0,12,한국산업인력공단,에스컬레이터 점검,v3.0
1505010711_20v3,F940,승강기기능사,MAND,필수,60,400,300,0,12,한국산업인력공단,엘리베이터 기계 설치,v3.0
1505010717_16v1,F940,승강기기능사,MAND,필수,45,400,300,0,12,한국산업인력공단,승강기 안전관리,v3.0
1505010703_20v2,F940,승강기기능사,MAND,필수,60,400,300,0,12,한국산업인력공단,엘리베이터 전기 설치,v3.0
1201010227_16v3,F947,미용사(피부),MAND,필수,45,600,510,60,30,한국산업인력공단,림프관리,v1.0
1201010221_16v3,F947,미용사(피부),MAND,필수,45,600,510,60,30,한국산업인력공단,제모,v1.0
1201010212_16v3,F947,미용사(피부),MAND,필수,45,600,510,60,30,한국산업인력공단,얼굴각질관리,v1.0
1201010214_16v3,F947,미용사(피부),MAND,필수,45,600,510,60,30,한국산업인력공단,얼굴 팩·마스크,v1.0
1201010206_16v3,F947,미용사(피부),MAND,필수,30,600,510,60,30,한국산업인력공단,피부미용 고객마무리관리,v1.0
1201010233_16v3,F947,미용사(피부),MAND,필수,45,600,510,60,30,한국산업인력공단,피부미용 기초화장품사용,v1.0
1201010210_16v2,F947,미용사(피부),MAND,필수,30,600,510,60,30,한국산업인력공단,피부미용 위생관리,v1.0
1201010213_16v3,F947,미용사(피부),MAND,필수,45,600,510,60,30,한국산업인력공단,얼굴매뉴얼테크닉,v1.0
1201010202_16v2,F947,미용사(피부),MAND,필수,45,600,510,60,30,한국산업인력공단,피부미용 피부분석,v1.0
1201010218_16v3,F947,미용사(피부),MAND,필수,45,600,510,60,30,한국산업인력공단,몸매상체후면관리,v1.0
1201010220_16v3,F947,미용사(피부),MAND,필수,45,600,510,60,30,한국산업인력공단,몸매 팩·마스크,v1.0
1201010219_16v3,F947,미용사(피부),MAND,필수,45,600,510,60,30,한국산업인력공단,몸매하체관리,v1.0
1201010225_16v3,F947,미용사(피부),SEL,선택,60,600,510,60,30,한국산업인력공단,스톤테라피,v1.0
1201010223_16v3,F947,미용사(피부),SEL,선택,60,600,510,60,30,한국산업인력공단,아로마테라피,v1.0
1201010215_16v3,F947,미용사(피부),SEL,선택,30,600,510,60,30,한국산업인력공단,몸매분석,v1.0
1201010231_16v3,F947,미용사(피부),SEL,선택,60,600,510,60,30,한국산업인력공단,피부미용 필수기구 활용,v1.0
1201010217_16v3,F947,미용사(피부),SEL,선택,60,600,510,60,30,한국산업인력공단,몸매상체전면관리,v1.0
1201010228_16v3,F947,미용사(피부),SEL,선택,60,600,510,60,30,한국산업인력공단,직류를 이용한 피부미용기기 활용,v1.0
1201010232_16v3,F947,미용사(피부),SEL,선택,60,600,510,60,30,한국산업인력공단,피부미용 응용기구 활용,v1.0
1201010216_16v3,F947,미용사(피부),SEL,선택,30,600,510,60,30,한국산업인력공단,몸매각질관리,v1.0
1201010226_16v3,F947,미용사(피부),SEL,선택,60,600,510,60,30,한국산업인력공단,뱀부(대나무)테라피,v1.0
1201010234_16v3,F947,미용사(피부),SEL,선택,30,600,510,60,30,한국산업인력공단,피부미용 향·색조화장품사용,v1.0
1201010214_17v4,F947,미용사(피부),MAND,필수,45,600,480,90,30,한국산업인력공단,피부미용 얼굴 팩·마스크,v2.0
1201010220_17v4,F947,미용사(피부),MAND,필수,45,600,480,90,30,한국산업인력공단,피부미용 몸매 팩·마스크,v2.0
1201010213_17v4,F947,미용사(피부),MAND,필수,45,600,480,90,30,한국산업인력공단,피부미용 얼굴 매뉴얼테크닉,v2.0
1201010212_17v4,F947,미용사(피부),MAND,필수,45,600,480,90,30,한국산업인력공단,피부미용 얼굴각질관리,v2.0
1201010210_16v2,F947,미용사(피부),MAND,필수,30,600,480,90,30,한국산업인력공단,피부미용 위생관리,v2.0
1201010206_17v4,F947,미용사(피부),MAND,필수,30,600,480,90,30,한국산업인력공단,피부미용 고객마무리관리,v2.0
1201010202_16v2,F947,미용사(피부),MAND,필수,45,600,480,90,30,한국산업인력공단,피부미용 피부분석,v2.0
1201010243_17v4,F947,미용사(피부),MAND,필수,45,600,480,90,30,한국산업인력공단,피부미용 화장품사용,v2.0
1201010242_17v4,F947,미용사(피부),MAND,필수,45,600,480,90,30,한국산업인력공단,신체 피부미용 후면관리,v2.0
1201010241_17v4,F947,미용사(피부),MAND,필수,45,600,480,90,30,한국산업인력공단,신체 피부미용 전면관리,v2.0
1201010239_17v4,F947,미용사(피부),MAND,필수,15,600,480,90,30,한국산업인력공단,피부미용 기초제모,v2.0
1201010227_17v4,F947,미용사(피부),MAND,필수,45,600,480,90,30,한국산업인력공단,피부미용 림프관리,v2.0
1201010226_17v4,F947,미용사(피부),SEL,선택,60,600,480,90,30,한국산업인력공단,피부미용 뱀부(대나무)테라피,v2.0
1201010225_17v4,F947,미용사(피부),SEL,선택,60,600,480,90,30,한국산업인력공단,피부미용 스톤테라피,v2.0
1201010224_17v4,F947,미용사(피부),SEL,선택,45,600,480,90,30,한국산업인력공단,피부미용 한국형 특수관리,v2.0
1201010223_17v4,F947,미용사(피부),SEL,선택,60,600,480,90,30,한국산업인력공단,피부미용 아로마테라피,v2.0
1201010228_16v3,F947,미용사(피부),SEL,선택,60,600,480,90,30,한국산업인력공단,직류를 이용한 피부미용기기 활용,v2.0
1201010215_17v4,F947,미용사(피부),SEL,선택,30,600,480,90,30,한국산업인력공단,피부미용 몸매분석,v2.0
1201010240_17v4,F947,미용사(피부),SEL,선택,45,600,480,90,30,한국산업인력공단,피부미용 응용제모,v2.0
1201010232_16v3,F947,미용사(피부),SEL,선택,60,600,480,90,30,한국산업인력공단,피부미용 응용기구 활용,v2.0
1201010231_16v3,F947,미용사(피부),SEL,선택,60,600,480,90,30,한국산업인력공단,피부미용 필수기구 활용,v2.0
1201010216_17v4,F947,미용사(피부),SEL,선택,30,600,480,90,30,한국산업인력공단,피부미용 몸매각질관리,v2.0
1201010242_17v4,F947,미용사(피부),MAND,필수,30,400,360,10,30,한국산업인력공단,신체 피부미용 후면관리,v3.0
1201010241_17v4,F947,미용사(피부),MAND,필수,30,400,360,10,30,한국산업인력공단,신체 피부미용 전면관리,v3.0
1201010239_17v4,F947,미용사(피부),MAND,필수,30,400,360,10,30,한국산업인력공단,피부미용 기초제모,v3.0
1201010227_17v4,F947,미용사(피부),MAND,필수,30,400,360,10,30,한국산업인력공단,피부미용 림프관리,v3.0
1201010220_17v4,F947,미용사(피부),MAND,필수,30,400,360,10,30,한국산업인력공단,피부미용 몸매 팩·마스크,v3.0
1201010214_17v4,F947,미용사(피부),MAND,필수,30,400,360,10,30,한국산업인력공단,피부미용 얼굴 팩·마스크,v3.0
1201010213_17v4,F947,미용사(피부),MAND,필수,45,400,360,10,30,한국산업인력공단,피부미용 얼굴 매뉴얼테크닉,v3.0
1201010212_17v4,F947,미용사(피부),MAND,필수,30,400,360,10,30,한국산업인력공단,피부미용 얼굴각질관리,v3.0
1201010210_16v2,F947,미용사(피부),MAND,필수,30,400,360,10,30,한국산업인력공단,피부미용 위생관리,v3.0
1201010206_17v4,F947,미용사(피부),MAND,필수,15,400,360,10,30,한국산업인력공단,피부미용 고객마무리관리,v3.0
1201010243_17v4,F947,미용사(피부),MAND,필수,30,400,360,10,30,한국산업인력공단,피부미용 화장품사용,v3.0
1201010202_16v2,F947,미용사(피부),MAND,필수,30,400,360,10,30,한국산업인력공단,피부미용 피부분석,v3.0
1201010232_16v3,F947,미용사(피부),SEL,선택,30,400,360,10,30,한국산업인력공단,피부미용 응용기구 활용,v3.0
1201010240_17v4,F947,미용사(피부),SEL,선택,30,400,360,10,30,한국산업인력공단,피부미용 응용제모,v3.0
1201010215_17v4,F947,미용사(피부),SEL,선택,15,400,360,10,30,한국산업인력공단,피부미용 몸매분석,v3.0
1201010216_17v4,F947,미용사(피부),SEL,선택,15,400,360,10,30,한국산업인력공단,피부미용 몸매각질관리,v3.0
1201010223_17v4,F947,미용사(피부),SEL,선택,30,400,360,10,30,한국산업인력공단,피부미용 아로마테라피,v3.0
1201010224_17v4,F947,미용사(피부),SEL,선택,30,400,360,10,30,한국산업인력공단,피부미용 한국형 특수관리,v3.0
1201010225_17v4,F947,미용사(피부),SEL,선택,30,400,360,10,30,한국산업인력공단,피부미용 스톤테라피,v3.0
1201010226_17v4,F947,미용사(피부),SEL,선택,30,400,360,10,30,한국산업인력공단,피부미용 뱀부(대나무)테라피,v3.0
1201010228_16v3,F947,미용사(피부),SEL,선택,30,400,360,10,30,한국산업인력공단,직류를 이용한 피부미용기기 활용,v3.0
1201010231_16v3,F947,미용사(피부),SEL,선택,30,400,360,10,30,한국산업인력공단,피부미용 필수기구 활용,v3.0
1201010202_19v3,F947,미용사(피부),MAND,필수,30,400,360,0,12,한국산업인력공단,피부미용 피부분석,v4.0
1201010206_19v5,F947,미용사(피부),MAND,필수,15,400,360,0,12,한국산업인력공단,피부미용 고객마무리관리,v4.0
1201010210_19v3,F947,미용사(피부),MAND,필수,15,400,360,0,12,한국산업인력공단,피부미용 위생관리,v4.0
1201010212_19v5,F947,미용사(피부),MAND,필수,30,400,360,0,12,한국산업인력공단,피부미용 얼굴각질관리,v4.0
1201010213_20v6,F947,미용사(피부),MAND,필수,30,400,360,0,12,한국산업인력공단,피부미용 얼굴 매뉴얼테크닉,v4.0
1201010214_19v5,F947,미용사(피부),MAND,필수,30,400,360,0,12,한국산업인력공단,피부미용 얼굴 팩·마스크,v4.0
1201010243_17v4,F947,미용사(피부),MAND,필수,15,400,360,0,12,한국산업인력공단,피부미용 화장품사용,v4.0
1201010222_17v4,F947,미용사(피부),MAND,필수,15,400,360,0,12,한국산업인력공단,피부미용 눈썹미용관리,v4.0
1201010227_20v5,F947,미용사(피부),MAND,필수,45,400,360,0,12,한국산업인력공단,피부미용 림프관리,v4.0
1201010239_17v4,F947,미용사(피부),MAND,필수,30,400,360,0,12,한국산업인력공단,피부미용 기초제모,v4.0
1201010241_20v6,F947,미용사(피부),MAND,필수,45,400,360,0,12,한국산업인력공단,신체 피부미용 전면관리,v4.0
1201010242_20v6,F947,미용사(피부),MAND,필수,45,400,360,0,12,한국산업인력공단,신체 피부미용 후면관리,v4.0
1201010220_20v6,F947,미용사(피부),MAND,필수,15,400,360,0,12,한국산업인력공단,피부미용 몸매 팩·마스크,v4.0
1201010411_16v3,F957,미용사(네일),MAND,필수,30,600,435,135,30,한국산업인력공단,네일 숍 위생 서비스,v1.0
1201010402_16v3,F957,미용사(네일),MAND,필수,30,600,435,135,30,한국산업인력공단,네일 화장물 제거,v1.0
1201010413_16v1,F957,미용사(네일),MAND,필수,30,600,435,135,30,한국산업인력공단,네일 화장물 적용 전 처리,v1.0
1201010414_16v1,F957,미용사(네일),MAND,필수,30,600,435,135,30,한국산업인력공단,네일 화장물 적용 마무리,v1.0
1201010415_16v3,F957,미용사(네일),MAND,필수,45,600,435,135,30,한국산업인력공단,네일 기본 관리,v1.0
1201010407_16v3,F957,미용사(네일),MAND,필수,45,600,435,135,30,한국산업인력공단,아크릴 네일,v1.0
1201010417_16v1,F957,미용사(네일),MAND,필수,45,600,435,135,30,한국산업인력공단,기초 팁 네일,v1.0
1201010405_16v3,F957,미용사(네일),MAND,필수,45,600,435,135,30,한국산업인력공단,랩 네일,v1.0
1201010406_16v3,F957,미용사(네일),MAND,필수,45,600,435,135,30,한국산업인력공단,젤 네일,v1.0
1201010426_16v3,F957,미용사(네일),MAND,필수,45,600,435,135,30,한국산업인력공단,네일 폴리시 아트,v1.0
1201010416_16v3,F957,미용사(네일),MAND,필수,45,600,435,135,30,한국산업인력공단,네일 컬러링,v1.0
1201010427_16v3,F957,미용사(네일),SEL,선택,45,600,435,135,30,한국산업인력공단,응용 핸드페인팅 아트,v1.0
1201010418_16v1,F957,미용사(네일),SEL,선택,45,600,435,135,30,한국산업인력공단,자연 네일 보강,v1.0
1201010438_16v1,F957,미용사(네일),SEL,선택,45,600,435,135,30,한국산업인력공단,인조 네일 보수,v1.0
1201010425_16v3,F957,미용사(네일),SEL,선택,45,600,435,135,30,한국산업인력공단,기초 핸드페인팅 아트,v1.0
1201010421_16v3,F957,미용사(네일),SEL,선택,45,600,435,135,30,한국산업인력공단,팁 위드 젤,v1.0
1201010420_16v3,F957,미용사(네일),SEL,선택,45,600,435,135,30,한국산업인력공단,팁 위드 아크릴,v1.0
1201010419_16v3,F957,미용사(네일),SEL,선택,45,600,435,135,30,한국산업인력공단,팁 위드 랩,v1.0
1201010424_16v3,F957,미용사(네일),SEL,선택,45,600,435,135,30,한국산업인력공단,네일 장식물 활용,v1.0
1201010429_16v3,F957,미용사(네일),SEL,선택,45,600,435,135,30,한국산업인력공단,2D 입체네일 아트,v1.0
1201010417_17v2,F957,미용사(네일),MAND,필수,45,600,435,135,30,한국산업인력공단,팁 위드 파우더,v2.0
1201010416_17v4,F957,미용사(네일),MAND,필수,45,600,435,135,30,한국산업인력공단,네일 컬러링,v2.0
1201010415_17v4,F957,미용사(네일),MAND,필수,45,600,435,135,30,한국산업인력공단,네일 기본관리,v2.0
1201010414_17v2,F957,미용사(네일),MAND,필수,30,600,435,135,30,한국산업인력공단,네일 화장물 적용 마무리,v2.0
1201010413_17v2,F957,미용사(네일),MAND,필수,30,600,435,135,30,한국산업인력공단,네일 화장물 적용 전 처리,v2.0
1201010426_16v3,F957,미용사(네일),MAND,필수,45,600,435,135,30,한국산업인력공단,네일 폴리시 아트,v2.0
1201010407_17v4,F957,미용사(네일),MAND,필수,45,600,435,135,30,한국산업인력공단,아크릴 네일,v2.0
1201010406_17v4,F957,미용사(네일),MAND,필수,45,600,435,135,30,한국산업인력공단,젤 네일,v2.0
1201010405_17v4,F957,미용사(네일),MAND,필수,45,600,435,135,30,한국산업인력공단,랩 네일,v2.0
1201010402_17v4,F957,미용사(네일),MAND,필수,30,600,435,135,30,한국산업인력공단,네일 화장물 제거,v2.0
1201010411_17v4,F957,미용사(네일),MAND,필수,30,600,435,135,30,한국산업인력공단,네일미용 위생서비스,v2.0
1201010418_17v2,F957,미용사(네일),SEL,선택,45,600,435,135,30,한국산업인력공단,자연 네일 보강,v2.0
1201010419_17v4,F957,미용사(네일),SEL,선택,45,600,435,135,30,한국산업인력공단,팁 위드 랩,v2.0
1201010420_17v4,F957,미용사(네일),SEL,선택,45,600,435,135,30,한국산업인력공단,팁 위드 아크릴,v2.0
1201010421_17v4,F957,미용사(네일),SEL,선택,45,600,435,135,30,한국산업인력공단,팁 위드 젤,v2.0
1201010424_16v3,F957,미용사(네일),SEL,선택,45,600,435,135,30,한국산업인력공단,네일 장식물 활용,v2.0
1201010425_16v3,F957,미용사(네일),SEL,선택,45,600,435,135,30,한국산업인력공단,기초 핸드페인팅 아트,v2.0
1201010427_16v3,F957,미용사(네일),SEL,선택,45,600,435,135,30,한국산업인력공단,응용 핸드페인팅 아트,v2.0
1201010429_16v3,F957,미용사(네일),SEL,선택,45,600,435,135,30,한국산업인력공단,2D 입체 네일아트,v2.0
1201010438_16v1,F957,미용사(네일),SEL,선택,45,600,435,135,30,한국산업인력공단,인조 네일 보수,v2.0
1201010426_16v3,F957,미용사(네일),MAND,필수,30,400,345,25,30,한국산업인력공단,네일 폴리시 아트,v3.0
1201010417_17v2,F957,미용사(네일),MAND,필수,45,400,345,25,30,한국산업인력공단,팁 위드 파우더,v3.0
1201010416_17v4,F957,미용사(네일),MAND,필수,30,400,345,25,30,한국산업인력공단,네일 컬러링,v3.0
1201010415_17v4,F957,미용사(네일),MAND,필수,45,400,345,25,30,한국산업인력공단,네일 기본관리,v3.0
1201010414_17v2,F957,미용사(네일),MAND,필수,15,400,345,25,30,한국산업인력공단,네일 화장물 적용 마무리,v3.0
1201010402_17v4,F957,미용사(네일),MAND,필수,15,400,345,25,30,한국산업인력공단,네일 화장물 제거,v3.0
1201010411_17v4,F957,미용사(네일),MAND,필수,15,400,345,25,30,한국산업인력공단,네일미용 위생서비스,v3.0
1201010407_17v4,F957,미용사(네일),MAND,필수,45,400,345,25,30,한국산업인력공단,아크릴 네일,v3.0
1201010406_17v4,F957,미용사(네일),MAND,필수,45,400,345,25,30,한국산업인력공단,젤 네일,v3.0
1201010405_17v4,F957,미용사(네일),MAND,필수,45,400,345,25,30,한국산업인력공단,랩 네일,v3.0
1201010413_17v2,F957,미용사(네일),MAND,필수,15,400,345,25,30,한국산업인력공단,네일 화장물 적용 전 처리,v3.0
1201010421_17v4,F957,미용사(네일),SEL,선택,45,400,345,25,30,한국산업인력공단,팁 위드 젤,v3.0
1201010429_16v3,F957,미용사(네일),SEL,선택,30,400,345,25,30,한국산업인력공단,2D 입체 네일아트,v3.0
1201010427_16v3,F957,미용사(네일),SEL,선택,15,400,345,25,30,한국산업인력공단,응용 핸드페인팅 아트,v3.0
1201010425_16v3,F957,미용사(네일),SEL,선택,30,400,345,25,30,한국산업인력공단,기초 핸드페인팅 아트,v3.0
1201010424_16v3,F957,미용사(네일),SEL,선택,30,400,345,25,30,한국산업인력공단,네일 장식물 활용,v3.0
1201010438_16v1,F957,미용사(네일),SEL,선택,45,400,345,25,30,한국산업인력공단,인조 네일 보수,v3.0
1201010420_17v4,F957,미용사(네일),SEL,선택,45,400,345,25,30,한국산업인력공단,팁 위드 아크릴,v3.0
1201010419_17v4,F957,미용사(네일),SEL,선택,45,400,345,25,30,한국산업인력공단,팁 위드 랩,v3.0
1201010418_17v2,F957,미용사(네일),SEL,선택,45,400,345,25,30,한국산업인력공단,자연 네일 보강,v3.0
1201010419_17v4,F957,미용사(네일),MAND,필수,30,400,345,0,12,한국산업인력공단,팁 위드 랩,v4.0
1201010416_17v4,F957,미용사(네일),MAND,필수,30,400,345,0,12,한국산업인력공단,네일 컬러링,v4.0
1201010415_17v4,F957,미용사(네일),MAND,필수,15,400,345,0,12,한국산업인력공단,네일 기본관리,v4.0
1201010414_17v2,F957,미용사(네일),MAND,필수,30,400,345,0,12,한국산업인력공단,네일 화장물 적용 마무리,v4.0
1201010426_16v3,F957,미용사(네일),MAND,필수,30,400,345,0,12,한국산업인력공단,네일 폴리시 아트,v4.0
1201010402_17v4,F957,미용사(네일),MAND,필수,30,400,345,0,12,한국산업인력공단,네일 화장물 제거,v4.0
1201010417_17v2,F957,미용사(네일),MAND,필수,15,400,345,0,12,한국산업인력공단,팁 위드 파우더,v4.0
1201010406_17v4,F957,미용사(네일),MAND,필수,30,400,345,0,12,한국산업인력공단,젤 네일,v4.0
1201010407_17v4,F957,미용사(네일),MAND,필수,30,400,345,0,12,한국산업인력공단,아크릴 네일,v4.0
1201010411_17v4,F957,미용사(네일),MAND,필수,15,400,345,0,12,한국산업인력공단,네일미용 위생서비스,v4.0
1201010413_17v2,F957,미용사(네일),MAND,필수,30,400,345,0,12,한국산업인력공단,네일 화장물 적용 전 처리,v4.0
1201010418_17v2,F957,미용사(네일),MAND,필수,30,400,345,0,12,한국산업인력공단,자연 네일 보강,v4.0
1201010405_17v4,F957,미용사(네일),MAND,필수,30,400,345,0,12,한국산업인력공단,랩 네일,v4.0
1201010326_16v3,F967,미용사(메이크업),MAND,필수,45,600,375,195,30,한국산업인력공단,미디어 캐릭터 메이크업,v1.0
1201010312_16v3,F967,미용사(메이크업),MAND,필수,45,600,375,195,30,한국산업인력공단,메이크업 카운슬링,v1.0
1201010319_16v3,F967,미용사(메이크업),MAND,필수,30,600,375,195,30,한국산업인력공단,속눈썹 연장,v1.0
1201010317_16v3,F967,미용사(메이크업),MAND,필수,45,600,375,195,30,한국산업인력공단,색조 메이크업,v1.0
1201010316_16v3,F967,미용사(메이크업),MAND,필수,30,600,375,195,30,한국산업인력공단,베이스 메이크업,v1.0
1201010315_16v3,F967,미용사(메이크업),MAND,필수,15,600,375,195,30,한국산업인력공단,메이크업 기초화장품 사용,v1.0
1201010323_16v3,F967,미용사(메이크업),MAND,필수,45,600,375,195,30,한국산업인력공단,본식웨딩 메이크업,v1.0
1201010301_16v3,F967,미용사(메이크업),MAND,필수,30,600,375,195,30,한국산업인력공단,메이크업 위생관리,v1.0
1201010340_16v1,F967,미용사(메이크업),MAND,필수,45,600,375,195,30,한국산업인력공단,메이크업 고객 서비스,v1.0
1201010342_16v1,F967,미용사(메이크업),MAND,필수,45,600,375,195,30,한국산업인력공단,트랜드 메이크업,v1.0
1201010328_16v3,F967,미용사(메이크업),SEL,선택,45,600,375,195,30,한국산업인력공단,무대공연 캐릭터 메이크업,v1.0
1201010320_16v3,F967,미용사(메이크업),SEL,선택,30,600,375,195,30,한국산업인력공단,뷰티 스타일링,v1.0
1201010321_16v3,F967,미용사(메이크업),SEL,선택,45,600,375,195,30,한국산업인력공단,웨딩 이미지 제안,v1.0
1201010324_16v3,F967,미용사(메이크업),SEL,선택,45,600,375,195,30,한국산업인력공단,영화 드라마 메이크업,v1.0
1201010341_16v1,F967,미용사(메이크업),SEL,선택,45,600,375,195,30,한국산업인력공단,응용 메이크업,v1.0
1201010325_16v3,F967,미용사(메이크업),SEL,선택,45,600,375,195,30,한국산업인력공단,광고 메이크업,v1.0
1201010327_16v3,F967,미용사(메이크업),SEL,선택,45,600,375,195,30,한국산업인력공단,무대공연 스트레이트 메이크업,v1.0
1201010314_16v3,F967,미용사(메이크업),SEL,선택,45,600,375,195,30,한국산업인력공단,메이크업 디자인 일러스트레이션,v1.0
1201010345_18v4,F967,미용사(메이크업),MAND,필수,45,400,360,10,30,한국산업인력공단,퍼스널 이미지 제안,v2.0
1201010316_18v4,F967,미용사(메이크업),MAND,필수,45,400,360,10,30,한국산업인력공단,베이스 메이크업,v2.0
1201010342_18v2,F967,미용사(메이크업),MAND,필수,45,400,360,10,30,한국산업인력공단,시대 메이크업,v2.0
1201010340_18v2,F967,미용사(메이크업),MAND,필수,30,400,360,10,30,한국산업인력공단,메이크업 고객 응대 서비스,v2.0
1201010301_18v4,F967,미용사(메이크업),MAND,필수,15,400,360,10,30,한국산업인력공단,메이크업 위생관리,v2.0
1201010347_18v4,F967,미용사(메이크업),MAND,필수,45,400,360,10,30,한국산업인력공단,웨딩 메이크업,v2.0
1201010319_18v4,F967,미용사(메이크업),MAND,필수,30,400,360,10,30,한국산업인력공단,속눈썹 연장,v2.0
1201010346_18v4,F967,미용사(메이크업),MAND,필수,45,400,360,10,30,한국산업인력공단,색조 메이크업,v2.0
1201010315_18v4,F967,미용사(메이크업),MAND,필수,15,400,360,10,30,한국산업인력공단,메이크업 기초화장품 사용,v2.0
1201010326_18v4,F967,미용사(메이크업),MAND,필수,45,400,360,10,30,한국산업인력공단,미디어 캐릭터 메이크업,v2.0
1201010341_18v2,F967,미용사(메이크업),SEL,선택,45,400,360,10,30,한국산업인력공단,패션 이미지 메이크업,v2.0
1201010328_18v4,F967,미용사(메이크업),SEL,선택,45,400,360,10,30,한국산업인력공단,무대공연 캐릭터 메이크업,v2.0
